description;MERO;ZÜLÝ;GÝZO;Toplu
Cilt bakýmýnýn büyük ölcüde etki göstermesi icin en önemli þeylerden biriyse sigarayý býrakmak;1;2;1;1
Sivilce izlerim olduðundan dolayý cilt bakýmýna ihtiyacým var inþallah bana çýkar ??;0;2;2;2
"Merhaba, Benim aldýðým en büyük tavsiye; cildini, kendini ve tükettiklerini taný ?? Bir sorun ya da bir konu için de en önemli þey aslýnda tanýmak, bilmek ve anlamak. Ýlerisine baktýðýmýzda uzun bir yol kat edilmiþ oluyor zaten. Bu güzel video için de teþekkür ederiz. Bütün çalýþmalarýnýzda kolaylýklar dilerim. Sizi çok öpüyorum @ÇaðlaÞikel ??????";1;2;1;1
Caglaa???????;2;2;1;2
fazla ürün kullanmamak ve iyi gelen ürünleri yeni þeyler denemek hevesiyle çok fazla deðiþtirmemek aldýðým en güzel tavsiyeydi, bir de güneþ kremi alýþkanlýðý kazanmak gerektiði :);1;2;1;1
Aþk ??;1;2;1;1
Bir kere de bana bir sey ciksa kucucuk bir sey de olsa bile cagladan bana cekilis ciksin diyeyim hatira kalsin nerdeee;0;2;0;0
Çaðla haným burun estetisyeniz kim acaba?yaptrmayý düþünüyorum;2;2;2;2
Tabiki dýþtan düzeltmeye çalýþmadan önce içten iyi bakmak Bol su, saðlam bir uyku, saðlýklý yemek, neþeli bir ruh ?;1;2;2;2
Gülsuyu elbette Çakobelll??;2;2;2;2
Kalbini kibirden korursan cildinde ýþýldar ????;1;2;1;1
Bebegim oldugu için þu sýralar pek fazla cildimle de, kendimle de ilgilenemiyorum ama tavsiye ettigin cilt temizleme yöntemini ben de uygulamaya çalisiyorum. Ve sana bayiliyorum ?;1;2;1;1
Geniþ gözenekler için neyapsak acaba çaðla haným.;2;2;2;2
?????;2;2;1;2
Cagla sen cok tatlisin kuzum ya?? Rabbim cocuklarina bagislasin??????;1;1;1;1
En iyi cilt bakým tavsiyesi bence gül suyu ve sodayý karýþtýrarak buz küpü yapýp her gün yüzümüze uygulamak o küpleri,gözenekleri çok güzel sýkýþtýrýyor ??;1;2;1;1
Sadece vucudumuza spor degil yuzumuze de spor yapiyoruz ki nerde hareket orda kan dolasimi ve canlilik yenilenme olur;1;2;2;2
Gül suyuyla tonik yapmak haaaarika hissettiriyor. ?? Çekiliþ bana çýksýýýýýýn ????;1;2;1;1
Böl su içmek ve cildi temiz tutmak da iyi;1;2;2;2
Kýþ þapkalarý dosyasýný açar mýsýnýz?;2;2;2;2
??????;2;2;1;2
??;2;2;1;2
Hoþgeldin, foreosuz boþ gittin Lilililillili ???? haydi çaðla hediyeler bana ????;0;2;2;2
????????????????????;2;2;1;2
?;2;2;1;2
Benim cildim de çok kuru ve pütürlü ne yapsam yumusamiyor;0;0;0;0
?? Deneyelim??;1;2;1;1
Düzenli bir uyku saðlýklý beslenme olabildiðince az makyaj cildi temiz tutmak hiç bir çekiliþ çýkmadý inþallah bu çýkar ??;2;2;2;2
Cilt beyazlatma ve leke gidermek için akþam yatarken elmalý sirkeyi sulandýrýp yüzüme sürüyorum yarým saat sonra halka halka dilimlendirdiðim patatesleri yüzüme sürüyorum ve 2 günde harika deðiþim ?;2;2;1;2
Kendimi ihmal etmesem keþke;0;2;0;0
Guzel bir cilt için saðlýklý beslenmek ve mutlu olmak (mutlu iken kendimi cok beðeniyorum...) ve bir de hic bir zaman çekiliþ bana çýkmadý ????????;1;2;1;1
Çok þey deniyorum, denedim ama gözenek sýkýntýsý geçmedi ??;0;0;0;0
Doktora git;2;2;2;2
??????;2;2;1;2
Merhaba , öncelikle en önemlisi cildimizi her zaman temiz tutmalýyýz makyajýmýzý yatmadan önce temizleyip peeling ve tonik olarak gül suyunu kullanýyorum ve alao veralý nemlendiriciyi öneriyorum kullanýyorum .;1;2;2;2
Videolariniz cok ogretici.Bunlara ek olarak her sey insanin kendine deger vermesiyle ilgili. Bir kadin olarak ozsaygimiz icin cildimize iyi bakmali, nazikce davranmali, icerden iyi beslemeli, pozitif olmali ve potansiyelimizin farkinda olmaliyiz. Saglikli cildi aciga cikaran da bunlar bence ??;1;1;1;1
Ben akþam yatmadan yüzümü temizledikten sonra vazelin sürüyorum özellikle göz çevresine ve kirpiklerime çok iyi geliyor ve yeni çizgiler çýkýyorsa cildimde geçiyor ,kuru cilde sahibim o yüzden bana fazla gelmiyor ,sevgilerle çaðla ????;2;2;1;2
Güzel bir cilt için bol su bol vicdan bol merhamet ve bol gülümseme lazým ???? Ve evet foreo luna 2 yi istiyorum ????;1;2;1;1
Pirinç maskesi lekeler için çok güzel ve maya maskesi siyah noktalar için ve kýrýþýklýk için kesinlikle birebir. Aleovera bitkisinin jeli ile avakado yaðýný da nem için ihtiyaca göre deðiþtirerek uyguluyorum ????;2;2;1;2
Benim çooook þey öðrenmem lazýmmm??;0;2;2;2
Çaðla abla yüzüm kendi kendine yaglanýyor gül suyuyla siliyorum olmuyor sebamed sabun kullanýyorum olmadý bana yardýmcý olursanýz sevinirim þimdiden teþekkür ederim ????;0;0;2;0
Kesinlikle her sabah yüzde buz gezdirmek güzelce temizlemek ve avokado maskesi (her cilt tipine uygun karýþýmlarý oluyor) ????????;2;2;1;2
yoðurt:);2;2;2;2
Yüzünde makyaj olsa da olmasa da cildini temizlemeden uyuma, nemlendiricini cilt bakým ürünlerini kulaktan dolma býlgýler yerýne dermotolog tavsýyelerýne gore sec????????;1;2;2;2
Cilt bakýmý için en iyi tavsiyeler -Düzenli ve bol su içmek -Ýyi uyku -Makyajla uyumamak -Cilde zýmpara yapar gibi peeling vs yapmamak -Cilt tipini bilip ona göre ürünler kullanmak -Cilt hastalýk habercisi olduðu için iyi gözlemleyip ekstrem bir durumda doktora baþvurmak -Özellikle hassas ciltliyseniz yüze aðda yapmamak (sivilce ve kýzarýklýk çok yapar) -Doðal yöntemler kullanmak (aloe vera bitkisi,maden suyu,oksijenli su,gül suyu gibi) -En önemlisi de bol bol gülümsemek ?? Hepinize mutlu günler. ??;2;2;1;2
Bal ve limon karýþýmý yüzü yumuþacik ediyor ?? cilt kuruluðuna da iyi geliyor??;1;2;1;1
Kansýzlýk ta etkiliyor...;2;2;2;2
Sabah aksam herangi bir ürünle cildimi temizlemek ve bol su i?mek cildime iyi geliyor.yani kaliteli bir ürüne sahip olmakta fena olmazdi??;1;2;1;1
Gülsuyu ve aleo vera bitkisi ikilisi ???????;2;2;2;2
Bende demir eksikliði var cildim hep soluk??;0;0;0;0
Cildim kuru ve çok su tüketirim ve fondöten kullanmýyorum artýk abla senin sayende cildim nasýl olduðunu da öðrendim saðol ve inþallah banada çýkar hediye artýk ?;0;0;1;0
Saðlýklý beslenince cilt parlýyor..;1;2;1;1
En önemlisi su içmek ve olabildiðinde stresi azaltmak ??????;1;2;2;2
Bol su içmek ve cilt temizliðine önem vermek;2;2;2;2
Abla sadece elma sirkesi kulaniyorum, sma kara kara lekeler gitmiyor, onlarada dogal yad ev yapimi bisey biliyorsaniz lütfen yardim videosu istiyorum??????;0;0;1;0
"Cilt bakýmýnýn olmazsa olmazlarý ;düzenli uyku, bol su içmek ve nemlendirici kullanmak ??";1;2;1;1
Bol su içmek güneþ kremsiz dýþarý çýkmamak ve de çok aðýr yapýlý makyaj ürünleri kullanmamak tavsiyelerini aldým genel olarak ????;1;2;2;2
Sizin sayenizde cilt bakýmýnda çoðu þeyi öðrenip uyguluyorum ? Öðrenciyim haftanýn 5 günü sabahtan akþama okuldayým Video günlerini iple çekiyorum ve bir an önce izlemek için vakit kolluyorum ben çok keyif alýyorum sizi izlerken sizin sayenizde bilgi sahibi oluyorum çok teþekkür ederim size ?? bir kaç aydýr foreoyu alma isteðim var fakat maddi açýdan imkanim yok ?? harçlýklarýmý biriktiriyorum inþallah bir gün benim olacak bana hediye gelmesede çok isteyen bir takipçinize hediye gider umarým. Seviliyorsunuz siz video çekmeyi hiç býrakmayýn o bana yeter ???;1;1;1;1
Ýçinden geldiyse bana hediye et gitsin ablacým?? güzel bir doðum günü hediyesi olabilir ?? edemezsende o güzel kalbin saðolsun ??;1;2;1;1
Bol bol gülmek herkese herþeye inat neþeni kaybetmemek.. Bol bol su iç, düzenli uyu..;1;2;2;2
Güneþ kremi sürmeden dýþarý çýkma ve Gül suyu ??;2;2;2;2
En iyi cilt bakimi kafa rahatlýgý;1;2;2;2
Çaðla haným herþeyi ne kadar güzel anlatýyorsunuz ya izledikçe izleyesi geliyor insanýn ??;1;1;1;1
Bol su tüketmek ve düzenli uyku... makyajsýz uyumamak ve bence çok dogru cilt malzemelerini kullanmak ????;2;2;2;2
Cildi iyi gelen Türk kahvesi telvesi de çok güzel yapýyo çaðla haným Doðum dan sonda cildim çok kötü oldu bu konuyla ilgili bilgiler paylaþýr mýsýnýz ?;0;0;1;0
Kendime tavsiyem Çaðla gibi bak cildine????;1;1;1;1
Üþengeçlikten ölecek olsan bile o makyaj temizlenecek :);0;0;2;0
Yaðlý ciltler için öneri lütfen??;2;2;2;2
Merhaba her gün güneþ kremi kullanmak??, akþamlarý cildimi temizledikten sonra gül suyu sürmek?? ve güzelce nemlendirmek??, haftada en az iki kez birini sizden öðrendiðim yumurta maskesini?? ve maya maskesini??????? yapmak benim kuru cildime çok çok iyi geliyor. Gözeneklerimin sýkýlaþýp lekelerimin renginin açýldýðýný hissediyorum??;2;2;1;2
Cildini o kadar çok beðeniyorum ki aþýrý güzel bakýyorsun her yönüyle ?? foreo benim olsa mükemmel olur öðrenciyim almak istiyorum ama no money ???? en iyi tavsiye içmeyen biri olarak su ?? yanýmdan þiþemi ayýrmýyorum ????;1;1;1;1
Bi türlü þansým gülmedi bu çekiliþlere bakalým bu sefer olacak mý ??;0;0;0;0
Bol su içmek,düzenli uyku ve en önemlisi stresten uzak durmak ?? bunlara dikkat edersek diðer þeylerle pek uðraþmaya gerek kalmaz ?? ama tabiyki aloeveranýn nasýl güzel bi bitki olduðunu ve cilde ne kadar iyi geldiðini de söylemek isterim. Ve bal , cilde Türk kahvesi bal ve isteðe baðlý limon veya yoðurt ilave ederek maske yapmak çok iyi geliyor . Yumurta akýný köpürene kadar iyice çýrpýp yüzümüZe komple sürünce de porselen etkisi yapýyor diyebilirim. ???? @çaðla??;1;2;1;1
Bencede güzellik deðil bakým önemli ??;1;2;2;2
Bence saðlýklý beslenmek cildin güzel olmasýna büyük etki ediyor bunun dýþýnda ben doðal ürünler kullanmayý çok seviyorum yumurtanýn akýyla maske, kahvenin telvesi ve vazgecilmezim yoðurt karbonat maskesi çok iyi geliyor ??;1;2;1;1
Yayýnladýðýnýz her videoyu 3. Kere en az 3 kere seyrediyorum sizden çok þey öðrendim tabi yanlýþ bildiðim doðrularýnda en önemlisi de bu deðil mi en güzel doðrularýnýzla sizi ve videolarýnýzý bekliyorum Çaðla Haným;1;1;1;1
??;2;2;2;2
Çaðla haným ayaðýmý kýrdým bir ay oldu ve evde hiçbir þey yapamýyorum yüzüme sizin ürünlerinizi iyileþir iyileþmez kullanmak istiyorum ??????;0;2;2;2
?? ????;2;2;1;2
????;2;2;1;2
Yine muhteþem bir video her videonu izlemeden gecemiyorummm iyiki varsýnn çaðlaaa??;1;1;1;1
??;2;2;1;2
Hediye nedir bende varim ?;2;2;2;2
????;2;2;1;2
Sýralamayý yazayým.. dinlemeye usenenlere gelsin ...bir like alýrým?? Burun banti Jetroller yeþim taþý vs Silikonlu yüz yýkama aleti Selülit ve çatlak kremleri Yüz yaðlarý yerine(serum vs alýn dedi) E vitamini Micellar Su ( tonik alýn onun yerine dedi) Yüz maskeleri (krem alýn onun yerine dedi) Vakumlu gözenek temizleme cihazlarý Evde hazýrlanan maskeler Sonuç Bunlarý yapmayýn almayýn....sevgiler;2;0;2;2
yesim taslari hic bi ise yaramiyo mu;0;0;2;0
Hepsini yaptim;1;2;1;1
Hocam çatlaðý önlemek için ne kullanmalýyým lütfen cevap verir misiniz;2;0;2;2
??;2;2;2;2
Video izledikten sonra gören ben;2;2;2;2
Güneþ kremini çýkarmak için illa yað bazlý temizleyici kullanmak gerekiyor mu?;2;2;2;2
Hocam hassas cilt icin onerdiginizi tonik varmi gunluk bakim icin benom yuzumde granulom anulare hastsligi var;0;2;2;2
Üstadým vücut sivilcelerine ne iyi gelir peki söyler misin lütfen;2;0;2;2
Bir doktora þunlara katýlýyorum bunlara katýlmýyorum demek kadar saçma bir þey yok Sen alýrsýn seversin kullanýrsýn ama doðruluðuna ancak bir doktor karar verebilir;0;0;0;0
Vallahi helal olsun ilk defa doðrularý söyleyen bir doktor;0;2;1;0
CLARINS markasýnýn ürünlerinide inceleyip bilgi verirmisin lütfen??;2;2;2;2
??????????????????;2;2;1;2
Merhaba ben 13 yaþýndayým nivea mavi olan kremi kullana bilirmiyim?;2;2;2;2
Hocam ben bu yüzyýlda oluþan çatlaklara hala çözüm bulunamamasýna gerçekten inanamýyorum, çoðu yerde görüyorum çatlak üzerine yapýlan aletli tedaviler var, bunlarý öneriyor musunuz;0;0;0;0
Ulan boþ yaþamýþým ulan gitti paralarým küfür;0;0;0;0
Sevgili bora bey göz torbasý için onereceniz krem varmý;2;2;2;2
Merhabalar ben düzenli cilt bakýmý yaptýrýyorum gözenek problemimden dolayý ayrýca gündelik cilt temizliðime özen gösteriyorum su bazlý ürünler kullanýyorum fakat videonuzda dikkatimi çekti göz çevresinde oluþan milialara bir türlü anlam veremedim ve çözemedim öneriniz nedir acaba;0;0;2;0
Saydýðý 10 maddeden hiçbirini yapmadým, almadým daçünkü hepsine gereksiz deyip para harcamadým fakir olduðum için sevineceðim aklýma gelmezdi. Bu arada vücut peelingi için olan ürünler zararlý mý?;0;0;0;0
Bence yüz yaðlarý cildi kýllandýrma özellðine sahip ve vakumlu gözenek cihazlarý kýlcal damarýda patlatýr lütfen bu iþleri biz uzmanlara býrakýn doktorlara býrakýn yüzünüzün epidermisine zarar verirsiniz;0;0;0;0
Merhaba hocam benim cildimden de terlemeden dolayý sivelceler çok çýkýyor ve terden dolayý çýman sivilcere yüzümü yakýyor ben 40 yaþýndayým ama bu yaþýmakadar da vardýlar ama ben artýk dayanamaz hale gelincede cilt uzmanýna gittim bana dermoskin yüz yýkama kötülüðü verdi itane daha yüz jeli verdi amainþallah iyi gelir;0;0;0;0
Bir önceki videomuzda topicrem in yüz maskesini onerdiniz þimdi boþa verilen para diyorsunuz maskeler için?????? hangisi gerçekçi merak ettim??;0;0;0;0
Yeni keþfettiðim bir kanal çok güzel içerikleriniz var ??;1;1;1;1
Merhaba hocam dalin bebek þampuaný ni günlük temizlemede ve magyaj temizlemede kullanilirmi;2;2;2;2
Merhaba Bora bey, Arc system hakkýnda bilgi verebilir misiniz? Ciltteki gözenek ve lekeler için;2;0;2;2
Ve hangi gece ve gündüz kremi de önerebilirmisiniz rica etsem;2;2;2;2
Hocam peki hangi yüz serumunu önerirsiniz;2;2;2;2
Sayýn doktor ben roller kullanýyorum evet haklýsýnýz abartýldýðý gibi deðil fakat sabah kullandýðýmda yüzüme dinçlik verdiðini ve þiþlikleri aldýðýný çoðu zaman görüyorum bir de gua sha çene hattýmý keskinleþtirdi gerçekten yüz ovalim deðiþti 18 yaþýndan sonra. Fakat roller yerine herhangi bir masaj aleti de kullanabilirsiniz gerçekten doðal taþ diye 100 liradan fazla para vermeye gerek yok. Ha ona dair bir inancýnýz varsa alýn kullanýn ama o enerji tamamen sizin bilinçaltýnýza baðlý unutmayýn.;1;0;2;1
Yüzüm güzeldi ama sonradan feci kötü hale geldi yani özellikle mimik çok yaptýðým için o bölgede oluklar oluþtu, bunun için ne yapabilirim.;0;0;0;0
@Handsome Metin kaç yaþýndasýn;2;2;2;2
@Serdartufanoðlu Doðru belki ama.. Saç masajý, yüz yogasý, göz egzersizi, spor, günlük rutin iþler nerdeyse hepsini yapmam lazým. Enerjim kalmadý yakýnda bide prozac baþlayacaz bu gidiþle.;0;0;0;0
Yüz yogasý;2;2;2;2
Evdeki ürünlerimi inceleyip kafama vura vura bunlarý alýcaðýna sokaktaki bi kaba mama doldursaydýn demenizi o kadar istedim ki…;0;0;2;0
Deriye penetre olmasý nedir yaaaaaa;2;0;2;2
30 yaþýndayým hauatýmda hiç cilt bakýmý yapmadým. Cilt bakýmýna yeni baþlayacak bana ne tavsiye edersiniz?;2;0;0;0
salyangoz kremi tavsiye edermisiniz.ozellikle hyaluronikl asitli salyangoz kremi olanlari;2;2;2;2
O YUZ MASKELERÝ BENÝM CÝLDÝM ÝCÝN DEGÝL, PSÝKOLOJÝMÝ DUZELTÝYOLAR;1;0;1;1
@Gri Zihin eyw;2;2;2;2
@milkseyh psikolojin düzelirse cildin de düzelir iyi yapýyon;1;0;1;1
@Gri Zihin öyle çunku;2;2;2;2
Niye bagiriyosun..;0;0;0;0
Dogru iyi geliyor ????;1;2;1;1
Evde yapýlan maskeler gereksiz demiþsiniz ama çoðu kiþiden gerek saç gerekse cilt için pirinç ile yapýlan maskeleri çok övüyorlar evde pirinç maskesi yapmak da gereksiz mi sizce ??;0;0;0;0
Bora hocam cok güzel cok faydalari bilgiler veriyorsunuz cok teþekkür ediyorum iyiki varsiniz;1;1;1;1
Þuan bu videoya denk geldiðim için aþý aþýrý þanslý hissediyorum ?? emeðinize saðlýk çok güzel bilgiler ve enfes bir kanal ??;1;1;1;1
Hocam birde kesinlikle kullanmalýsýnýz dediðiniz ürünlerle ilgili bi video çeker misiniz;2;1;2;2
Tabii cekerim;1;2;1;1
Hocam dermorolller ile kullanabileceðim bir serum onerirmisiniz leke ve kirisiklik karþýtý;2;0;2;2
Özellikle evde hazýrlanan maskeler iþe gerçekten yaramýyor! ben hazýr ürün taraftarýyým ve BioBellinda'nýn Glycolic Paketini tavsiye ederim. Alýp düzenli kullanýn cildinizdeki farký görecekseniz.;0;0;1;0
Hamilelikte yüzüm mahvoldu hep sivilce leke kullanmadýðým marka kalmadý önerebileceðiniz bir ürün var mý;0;0;0;0
Emzirme bittiyse geceleri retinol kullanabilirsiniz;1;2;2;2
Beþ ürün bende var diðer beþ ürünü almayý planlýyordum çok teþekkürler doktor bey ????param cebime kaldý??;1;1;1;1
???????????;2;2;2;2
Sayýlanlarýn hepsini kullanmýþ olmam peki??;0;1;2;0
Hocam iyi güzel söylüyorsun ama ben ergenlik dönemindeki sivilceleri bal yumurta karýþýmýyla attým evdeki maskeleri önermiyorsunuz;0;0;0;0
??????;2;2;1;2
Parmaklarýmýz çok güzel jetrollerlarýmýz, çok mantýklý xldþdþþdþdþdþdþd ??????;1;1;1;1
E vitamini içermeyen kremler nelerdi acaba;2;2;2;2
Çok iyi bir içerik tþk ederim ?;1;1;1;1
Erkeklere özel saç sakal bakým ürünleri için sayfama bakabilirsiniz dm den yazabilirsiniz;2;2;2;2
hocam acil cevaplar mýsýnýz cildiye doktoruna gittim istediðim ilaçlarý almak için eczaneye gittiðimde isim yeri yanlýþ yapýþtýrýlmýþ ne yapmalýyým ????;0;0;2;0
Sizce Dr London avakado maskesini kullanalým mý ? Ben aldým ama pek emin olamadým çünkü kutu üzerinde içerik bölümü yok;0;2;2;2
Maske alýrken içerik olarak neye dikkat edelim ?;2;2;2;2
Burun bantý üretenler bunu beðenmedi ??????;0;2;0;0
Az önce dünyanýn en saçma ürününü aldým esomed sivilce karþýtý serum diye bir þey eczanede elime tutusturdular neden aldiysam... hakkýnda hiç bir bilgi göremedim jskdkskdk;0;0;0;0
Allaha þükür almamýþým ??;0;0;0;0
Hocam siyah nokta temizleme aletlerinden bahsetmemiþsiniz?Cihazýndan bahsetmiþsiniz ama çelikten yapýlan o çubuk temizleme aletlerinden bahsetmemiþsiniz...;0;0;0;0
Çatlak kremlerinin yorumlarýndaki fotoðraflar nasýl oluyor acaba hocam;2;2;2;2
Kil maskesi hocam ben senelerdir kullanýyorum bi de sivilcem çýkýyo ve uzun süre gitmiyo patlatmadýðým halde iz kaldýðý da oluyor ne önerirsiniz;0;0;2;0
Ay keþke þöyle bir arkadaþým olsaydý ya, ne kadar güzel özetlemiþ fakir olduðum için alamýyorum diye üzülüyordum iyi ki almamýþým ehehe :);0;0;1;0
Çok þükür hiçbirini almadým ?? sadece yüz maskesi almýþtým onu da býraktým Bir de evde yaptýðým kil maskeyi göz çevreme uyguluyordum artýk yapmam;1;0;1;1
Eðitimlerinde kozmetoloji ve bitkisel ürün dersleri alan yegane meslek grubu olan Eczacýlarý unutmayalým;1;2;1;1
@Birgülce Natural Bio Oil Çatlak Karþýtý  Nemlendirici Cilt Bakým Yaðý;2;2;2;2
